"Mã sản phẩm","Phương pháp bổ sung","Item Group","Tên sản phẩm","Mã biến thể","Tên biến thể","Công suất","Màu ánh sáng","Chip LED","Nguồn","Kiểu nguồn","Phân loại vỏ","Chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6P3MT","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Lumileds 3030, Meanwell Dim 1 Cấp","50","Trắng (6.000K - 6.500K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to","Nguồn hộp","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5P3MT","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Lumileds 3030, Meanwell Dim 1 Cấp","50","Trắng (5.000K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to","Nguồn hộp","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4P3MT","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, Meanwell Dim 1 Cấp","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to","Nguồn hộp","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3P3MT","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Lumileds 3030, Meanwell Dim 1 Cấp","50","Vàng (3.000K - 3.200K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to","Nguồn hộp","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6P3ID","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Lumileds 3030, Inventronics Dim 5 Cấp","50","Trắng (6.000K - 6.500K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to","Nguồn hộp","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5P3ID","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Lumileds 3030, Inventronics Dim 5 Cấp","50","Trắng (5.000K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to","Nguồn hộp","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4P3ID","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, Inventronics Dim 5 Cấp","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to","Nguồn hộp","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3P3ID","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Lumileds 3030, Inventronics Dim 5 Cấp","50","Vàng (3.000K - 3.200K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to","Nguồn hộp","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3HR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Nguồn tròn","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3HR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, HKLED Nguồn tròn","50","Trắng (5.000K)","Bridgelux 3030","HKLED Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3HR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Nguồn tròn","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3HR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Nguồn tròn","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3SR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, Suncom Nguồn tròn","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","Suncom Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3SR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, Suncom Nguồn tròn","50","Trắng (5.000K)","Bridgelux 3030","Suncom Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3SR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Suncom Nguồn tròn","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Suncom Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3SR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, Suncom Nguồn tròn","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","Suncom Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3PR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, Philips Nguồn tròn","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","Philips Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3PR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, Philips Nguồn tròn","50","Trắng (5.000K)","Bridgelux 3030","Philips Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3PR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Philips Nguồn tròn","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Philips Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3PR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, Philips Nguồn tròn","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","Philips Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6P3HR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Nguồn tròn","50","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5P3HR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Lumileds 3030, HKLED Nguồn tròn","50","Trắng (5.000K)","Lumileds 3030","HKLED Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4P3HR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Nguồn tròn","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3P3HR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Nguồn tròn","50","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6P3SR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Lumileds 3030, Suncom Nguồn tròn","50","Trắng (6.000K - 6.500K)","Lumileds 3030","Suncom Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5P3SR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Lumileds 3030, Suncom Nguồn tròn","50","Trắng (5.000K)","Lumileds 3030","Suncom Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4P3SR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, Suncom Nguồn tròn","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","Suncom Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3P3SR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Lumileds 3030, Suncom Nguồn tròn","50","Vàng (3.000K - 3.200K)","Lumileds 3030","Suncom Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6P3PR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Lumileds 3030, Philips Nguồn tròn","50","Trắng (6.000K - 6.500K)","Lumileds 3030","Philips Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5P3PR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Lumileds 3030, Philips Nguồn tròn","50","Trắng (5.000K)","Lumileds 3030","Philips Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4P3PR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, Philips Nguồn tròn","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","Philips Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3P3PR","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Lumileds 3030, Philips Nguồn tròn","50","Vàng (3.000K - 3.200K)","Lumileds 3030","Philips Nguồn tròn","Nguồn to","Nguồn tròn","Không chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3HN-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Nhỏ | Có chóa","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3HN-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, HKLED Nhỏ | Có chóa","50","Trắng (5.000K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3HN-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Nhỏ | Có chóa","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3HN-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Nhỏ | Có chóa","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3HT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 1 Cấp | Có chóa","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3HT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 1 Cấp | Có chóa","50","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3HT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 1 Cấp | Có chóa","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3HT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 1 Cấp | Có chóa","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3HD-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 5 Cấp | Có chóa","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3HD-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 5 Cấp | Có chóa","50","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3HD-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 5 Cấp | Có chóa","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3HD-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 5 Cấp | Có chóa","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3DN-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, Done Nhỏ | Có chóa","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3DN-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, Done Nhỏ | Có chóa","50","Trắng (5.000K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3DN-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Done Nhỏ | Có chóa","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3DN-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, Done Nhỏ | Có chóa","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3DT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, Done Dim 1 Cấp | Có chóa","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3DT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, Done Dim 1 Cấp | Có chóa","50","Trắng (5.000K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3DT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Done Dim 1 Cấp | Có chóa","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3DT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, Done Dim 1 Cấp | Có chóa","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3PT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, Philips Dim 1 Cấp | Có chóa","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3PT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, Philips Dim 1 Cấp | Có chóa","50","Trắng (5.000K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3PT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Philips Dim 1 Cấp | Có chóa","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3PT-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, Philips Dim 1 Cấp | Có chóa","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-6B3PD-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, Philips Dim 10 Cấp | Có chóa","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-5B3PD-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trắng (5.000K), Bridgelux 3030, Philips Dim 10 Cấp | Có chóa","50","Trắng (5.000K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-4B3PD-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Philips Dim 10 Cấp | Có chóa","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to","Nguồn hộp","Có chóa"
"DX01S","Sản xuất","Đèn LED nhà xưởng UFO X01 Chip LED SMD","Đèn LED nhà xưởng UFO X01 Chip LED SMD","DX01S050-3B3PD-C","Đèn LED nhà xưởng UFO X01 Chip LED SMD 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, Philips Dim 10 Cấp | Có chóa","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to","Nguồn hộp","Có chóa"
